date,stock_id,HoldingSharesLevel,people,percent,unit
2021-03-26,0050,"800,001-1,000,000",12,1.13,11023000
2021-03-26,0050,"more than 1,000,001",62,46.05,448998045
2021-03-26,0050,total,283130,100.0,975000000
2021-04-01,0050,1-999,160740,3.3,32371524
2021-04-01,0050,"1,000-5,000",105985,20.12,197072353
2021-04-01,0050,"5,001-10,000",9743,7.53,73759306
2021-04-01,0050,"10,001-15,000",2686,3.46,33949675
2021-04-01,0050,"15,001-20,000",1331,2.47,24207342
2021-04-01,0050,"20,001-30,000",1116,2.86,28054012
2021-04-01,0050,"30,001-40,000",457,1.64,16110530
2021-04-01,0050,"40,001-50,000",267,1.25,12322841
2021-04-01,0050,"50,001-100,000",444,3.18,31206747
2021-04-01,0050,"100,001-200,000",168,2.4,23565019
2021-04-01,0050,"200,001-400,000",65,1.85,18116008
2021-04-01,0050,"400,001-600,000",24,1.15,11355973
2021-04-01,0050,"600,001-800,000",10,0.74,7280265
2021-04-01,0050,"800,001-1,000,000",12,1.14,11228000
2021-04-01,0050,"more than 1,000,001",63,46.82,458400405
2021-04-01,0050,total,283111,100.0,979000000
2021-04-09,0050,1-999,162682,3.37,32811611
2021-04-09,0050,"1,000-5,000",103153,19.7,191398673
2021-04-09,0050,"5,001-10,000",9465,7.37,71636731
2021-04-09,0050,"10,001-15,000",2587,3.36,32656437
2021-04-09,0050,"15,001-20,000",1313,2.45,23867444
2021-04-09,0050,"20,001-30,000",1087,2.81,27304560
2021-04-09,0050,"30,001-40,000",459,1.66,16201137
2021-04-09,0050,"40,001-50,000",259,1.23,11973489
2021-04-09,0050,"50,001-100,000",433,3.13,30422092
2021-04-09,0050,"100,001-200,000",168,2.44,23777236
2021-04-09,0050,"200,001-400,000",64,1.83,17780008
2021-04-09,0050,"400,001-600,000",24,1.2,11685000
2021-04-09,0050,"600,001-800,000",9,0.68,6616265
2021-04-09,0050,"800,001-1,000,000",12,1.13,10979803
2021-04-09,0050,"more than 1,000,001",62,47.59,462389514
2021-04-09,0050,total,281777,100.0,971500000
2021-04-16,0050,1-999,162237,3.38,32695868
2021-04-16,0050,"1,000-5,000",100896,19.34,187093601
2021-04-16,0050,"5,001-10,000",9224,7.2,69698693
2021-04-16,0050,"10,001-15,000",2524,3.29,31856604
2021-04-16,0050,"15,001-20,000",1298,2.43,23568370
2021-04-16,0050,"20,001-30,000",1067,2.76,26754250
2021-04-16,0050,"30,001-40,000",455,1.65,16019508
2021-04-16,0050,"40,001-50,000",268,1.27,12349647
2021-04-16,0050,"50,001-100,000",425,3.08,29841343
2021-04-16,0050,"100,001-200,000",169,2.45,23718522
2021-04-16,0050,"200,001-400,000",64,1.84,17863008
2021-04-16,0050,"400,001-600,000",24,1.19,11551295
2021-04-16,0050,"600,001-800,000",9,0.67,6549265
2021-04-16,0050,"800,001-1,000,000",10,0.95,9259000
2021-04-16,0050,差異數調整（說明4）,0,-0.0,-1000
2021-04-16,0050,"more than 1,000,001",65,48.41,468182026
2021-04-16,0050,total,278735,100.0,967000000
2021-04-23,0050,1-999,165849,3.49,33291970
2021-04-23,0050,"1,000-5,000",99921,19.47,185408967
2021-04-23,0050,"5,001-10,000",9134,7.25,69082058
2021-04-23,0050,"10,001-15,000",2499,3.31,31534244
2021-04-23,0050,"15,001-20,000",1293,2.46,23457187
2021-04-23,0050,"20,001-30,000",1057,2.78,26505478
2021-04-23,0050,"30,001-40,000",440,1.62,15469704
2021-04-23,0050,"40,001-50,000",255,1.23,11740090
2021-04-23,0050,"50,001-100,000",426,3.12,29787824
2021-04-23,0050,"100,001-200,000",161,2.38,22725522
2021-04-23,0050,"200,001-400,000",60,1.75,16670649
2021-04-23,0050,"400,001-600,000",24,1.2,11429000
2021-04-23,0050,"600,001-800,000",10,0.73,7013881
2021-04-23,0050,"800,001-1,000,000",10,0.96,9154000
2021-04-23,0050,"more than 1,000,001",65,48.18,458729426
2021-04-23,0050,total,281204,100.0,952000000
2021-04-29,0050,1-999,166847,3.53,33644430
2021-04-29,0050,"1,000-5,000",97943,19.1,181834469
2021-04-29,0050,"5,001-10,000",8974,7.11,67777673
2021-04-29,0050,"10,001-15,000",2448,3.24,30898650
2021-04-29,0050,"15,001-20,000",1262,2.4,22900307
2021-04-29,0050,"20,001-30,000",1039,2.73,26039645
2021-04-29,0050,"30,001-40,000",425,1.56,14936748
2021-04-29,0050,"40,001-50,000",252,1.21,11598875
2021-04-29,0050,"50,001-100,000",425,3.1,29561690
2021-04-29,0050,"100,001-200,000",161,2.39,22820997
2021-04-29,0050,"200,001-400,000",58,1.69,16179849
2021-04-29,0050,"400,001-600,000",23,1.14,10865000
2021-04-29,0050,"600,001-800,000",11,0.81,7777881
2021-04-29,0050,"800,001-1,000,000",10,0.97,9308000
2021-04-29,0050,"more than 1,000,001",63,48.93,465855786
2021-04-29,0050,total,279941,100.0,952000000
2021-05-07,0050,1-999,171454,2.89,34786401
2021-05-07,0050,"1,000-5,000",99169,15.35,184540088
2021-05-07,0050,"5,001-10,000",9127,5.73,68971786
2021-05-07,0050,"10,001-15,000",2480,2.6,31280492
2021-05-07,0050,"15,001-20,000",1315,1.98,23824941
2021-05-07,0050,"20,001-30,000",1035,2.15,25901094
2021-05-07,0050,"30,001-40,000",429,1.25,15051911
2021-05-07,0050,"40,001-50,000",248,0.94,11409204
2021-05-07,0050,"50,001-100,000",433,2.49,30000287
2021-05-07,0050,"100,001-200,000",156,1.83,22035922
2021-05-07,0050,"200,001-400,000",63,1.46,17650876
2021-05-07,0050,"400,001-600,000",22,0.88,10658513
2021-05-07,0050,"600,001-800,000",10,0.58,7029616
2021-05-07,0050,"800,001-1,000,000",9,0.69,8312000
2021-05-07,0050,"more than 1,000,001",63,59.11,710546869
2021-05-07,0050,total,286013,100.0,1202000000
2021-05-14,0050,1-999,174063,3.03,35849589
2021-05-14,0050,"1,000-5,000",104459,16.59,195961163
2021-05-14,0050,"5,001-10,000",9940,6.34,74955064
2021-05-14,0050,"10,001-15,000",2772,2.96,35028254
2021-05-14,0050,"15,001-20,000",1463,2.24,26559481
2021-05-14,0050,"20,001-30,000",1160,2.46,29084577
2021-05-14,0050,"30,001-40,000",466,1.38,16373738
2021-05-14,0050,"40,001-50,000",284,1.1,13033246
2021-05-14,0050,"50,001-100,000",474,2.82,33309745
2021-05-14,0050,"100,001-200,000",167,2.0,23683327
2021-05-14,0050,"200,001-400,000",63,1.48,17569076
2021-05-14,0050,"400,001-600,000",28,1.1,13013265
2021-05-14,0050,"600,001-800,000",10,0.6,7126616
2021-05-14,0050,"800,001-1,000,000",11,0.85,10055000
2021-05-14,0050,"more than 1,000,001",62,54.96,648897859
2021-05-14,0050,total,295422,100.0,1180500000
2021-05-21,0050,1-999,179417,3.0,37138684
2021-05-21,0050,"1,000-5,000",106131,16.13,199376843
2021-05-21,0050,"5,001-10,000",10058,6.13,75841268
2021-05-21,0050,"10,001-15,000",2782,2.84,35185860
2021-05-21,0050,"15,001-20,000",1505,2.2,27289356
2021-05-21,0050,"20,001-30,000",1168,2.37,29322382
2021-05-21,0050,"30,001-40,000",472,1.34,16607473
2021-05-21,0050,"40,001-50,000",280,1.04,12860773
2021-05-21,0050,"50,001-100,000",479,2.71,33515544
2021-05-21,0050,"100,001-200,000",165,1.89,23414912
2021-05-21,0050,"200,001-400,000",64,1.43,17791368
2021-05-21,0050,"400,001-600,000",25,0.96,11940265
2021-05-21,0050,"600,001-800,000",10,0.56,7008616
2021-05-21,0050,"800,001-1,000,000",11,0.8,9889000
2021-05-21,0050,"more than 1,000,001",64,56.53,698817656
2021-05-21,0050,total,302631,100.0,1236000000
2021-05-28,0050,1-999,181774,3.02,37753722
2021-05-28,0050,"1,000-5,000",105453,15.85,197766098
2021-05-28,0050,"5,001-10,000",9932,6.01,74945434
2021-05-28,0050,"10,001-15,000",2732,2.76,34513481
2021-05-28,0050,"15,001-20,000",1471,2.13,26659574
2021-05-28,0050,"20,001-30,000",1157,2.32,29041144
2021-05-28,0050,"30,001-40,000",453,1.27,15931060
2021-05-28,0050,"40,001-50,000",273,1.0,12515717
2021-05-28,0050,"50,001-100,000",482,2.69,33620976
2021-05-28,0050,"100,001-200,000",167,1.89,23651139
2021-05-28,0050,"200,001-400,000",65,1.44,18000368
2021-05-28,0050,"400,001-600,000",24,0.91,11456265
2021-05-28,0050,"600,001-800,000",12,0.68,8498000
2021-05-28,0050,"800,001-1,000,000",11,0.81,10192616
2021-05-28,0050,"more than 1,000,001",61,57.13,712454406
2021-05-28,0050,total,304067,100.0,1247000000
2021-06-04,0050,1-999,181062,2.96,37544806
2021-06-04,0050,"1,000-5,000",102821,15.2,192328606
2021-06-04,0050,"5,001-10,000",9584,5.71,72339653
2021-06-04,0050,"10,001-15,000",2644,2.63,33385050
2021-06-04,0050,"15,001-20,000",1401,2.0,25406541
2021-06-04,0050,"20,001-30,000",1127,2.23,28293855
2021-06-04,0050,"30,001-40,000",427,1.18,14987193
2021-06-04,0050,"40,001-50,000",256,0.92,11740293
2021-06-04,0050,"50,001-100,000",461,2.54,32157992
2021-06-04,0050,"100,001-200,000",163,1.8,22888940
2021-06-04,0050,"200,001-400,000",66,1.44,18240368
2021-06-04,0050,"400,001-600,000",23,0.85,10813265
2021-06-04,0050,"600,001-800,000",8,0.46,5834000
2021-06-04,0050,"800,001-1,000,000",12,0.86,10944616
2021-06-04,0050,"more than 1,000,001",61,59.13,748094822
2021-06-04,0050,total,300116,100.0,1265000000
2021-06-11,0050,1-999,183736,2.97,38380527
2021-06-11,0050,"1,000-5,000",102893,14.94,192552745
2021-06-11,0050,"5,001-10,000",9535,5.57,71840963
2021-06-11,0050,"10,001-15,000",2653,2.59,33471886
2021-06-11,0050,"15,001-20,000",1401,1.97,25418733
2021-06-11,0050,"20,001-30,000",1124,2.18,28154967
2021-06-11,0050,"30,001-40,000",435,1.18,15270681
2021-06-11,0050,"40,001-50,000",252,0.89,11587894
2021-06-11,0050,"50,001-100,000",454,2.47,31878976
2021-06-11,0050,"100,001-200,000",158,1.71,22136721
2021-06-11,0050,"200,001-400,000",68,1.45,18787391
2021-06-11,0050,"400,001-600,000",21,0.75,9705265
2021-06-11,0050,"600,001-800,000",9,0.5,6524000
2021-06-11,0050,"800,001-1,000,000",11,0.77,10003000
2021-06-11,0050,"more than 1,000,001",62,59.96,772286251
2021-06-11,0050,total,302812,100.0,1288000000
2021-06-18,0050,1-999,185440,2.95,39000757
2021-06-18,0050,"1,000-5,000",102442,14.53,191698863
2021-06-18,0050,"5,001-10,000",9502,5.43,71619736
2021-06-18,0050,"10,001-15,000",2624,2.51,33111909
2021-06-18,0050,"15,001-20,000",1401,1.92,25404477
2021-06-18,0050,"20,001-30,000",1119,2.12,28019150
2021-06-18,0050,"30,001-40,000",428,1.13,15029609
2021-06-18,0050,"40,001-50,000",252,0.87,11594762
2021-06-18,0050,"50,001-100,000",447,2.37,31292523
2021-06-18,0050,"100,001-200,000",156,1.66,21970736
2021-06-18,0050,"200,001-400,000",72,1.48,19571768
2021-06-18,0050,"400,001-600,000",22,0.79,10460526
2021-06-18,0050,"600,001-800,000",9,0.48,6428000
2021-06-18,0050,"800,001-1,000,000",10,0.68,9005000
2021-06-18,0050,"more than 1,000,001",61,61.0,804292184
2021-06-18,0050,total,303985,100.0,1318500000
2021-06-25,0050,1-999,186762,2.98,39398841
2021-06-25,0050,"1,000-5,000",104631,14.83,195866158
2021-06-25,0050,"5,001-10,000",9740,5.55,73354304
2021-06-25,0050,"10,001-15,000",2688,2.56,33860327
2021-06-25,0050,"15,001-20,000",1426,1.95,25830098
2021-06-25,0050,"20,001-30,000",1121,2.11,27991550
2021-06-25,0050,"30,001-40,000",449,1.19,15730193
2021-06-25,0050,"40,001-50,000",254,0.88,11707874
2021-06-25,0050,"50,001-100,000",453,2.39,31652210
2021-06-25,0050,"100,001-200,000",162,1.71,22687421
2021-06-25,0050,"200,001-400,000",68,1.43,18975959
2021-06-25,0050,"400,001-600,000",23,0.82,10915265
2021-06-25,0050,"600,001-800,000",6,0.32,4307000
2021-06-25,0050,"800,001-1,000,000",10,0.68,9001000
2021-06-25,0050,"more than 1,000,001",64,60.52,799221800
2021-06-25,0050,total,307857,100.0,1320500000
2021-07-02,0050,1-999,187149,2.86,39637842
2021-07-02,0050,"1,000-5,000",102577,13.87,192005487
2021-07-02,0050,"5,001-10,000",9547,5.19,71919103
2021-07-02,0050,"10,001-15,000",2623,2.39,33082321
2021-07-02,0050,"15,001-20,000",1386,1.81,25115425
2021-07-02,0050,"20,001-30,000",1107,1.99,27670573
2021-07-02,0050,"30,001-40,000",436,1.1,15279172
2021-07-02,0050,"40,001-50,000",249,0.82,11462674
2021-07-02,0050,"50,001-100,000",447,2.26,31391258
2021-07-02,0050,"100,001-200,000",160,1.62,22453156
2021-07-02,0050,"200,001-400,000",68,1.35,18709959
2021-07-02,0050,"400,001-600,000",23,0.79,11043350
2021-07-02,0050,"600,001-800,000",6,0.32,4451000
2021-07-02,0050,"800,001-1,000,000",10,0.65,9029000
2021-07-02,0050,"more than 1,000,001",63,62.91,870749680
2021-07-02,0050,total,305851,100.0,1384000000
2021-07-09,0050,1-999,189235,2.89,40189786
2021-07-09,0050,"1,000-5,000",101929,13.7,190573837
2021-07-09,0050,"5,001-10,000",9475,5.12,71269048
2021-07-09,0050,"10,001-15,000",2624,2.38,33099930
2021-07-09,0050,"15,001-20,000",1368,1.78,24760426
2021-07-09,0050,"20,001-30,000",1104,1.98,27545999
2021-07-09,0050,"30,001-40,000",438,1.1,15346705
2021-07-09,0050,"40,001-50,000",248,0.82,11425738
2021-07-09,0050,"50,001-100,000",446,2.24,31279526
2021-07-09,0050,"100,001-200,000",155,1.56,21726703
2021-07-09,0050,"200,001-400,000",71,1.41,19681959
2021-07-09,0050,"400,001-600,000",25,0.86,12030265
2021-07-09,0050,"600,001-800,000",7,0.35,4971000
2021-07-09,0050,"800,001-1,000,000",11,0.71,9941000
2021-07-09,0050,"more than 1,000,001",64,63.04,876658078
2021-07-09,0050,total,307200,100.0,1390500000
2021-07-16,0050,1-999,188099,2.85,39970017
2021-07-16,0050,"1,000-5,000",99760,13.31,186633896
2021-07-16,0050,"5,001-10,000",9278,4.98,69855060
2021-07-16,0050,"10,001-15,000",2553,2.29,32228690
2021-07-16,0050,"15,001-20,000",1346,1.73,24367584
2021-07-16,0050,"20,001-30,000",1060,1.88,26428041
2021-07-16,0050,"30,001-40,000",441,1.1,15498341
2021-07-16,0050,"40,001-50,000",249,0.81,11469506
2021-07-16,0050,"50,001-100,000",429,2.14,30083857
2021-07-16,0050,"100,001-200,000",158,1.58,22242056
2021-07-16,0050,"200,001-400,000",70,1.37,19260516
2021-07-16,0050,"400,001-600,000",23,0.78,11030708
2021-07-16,0050,"600,001-800,000",9,0.46,6499000
2021-07-16,0050,"800,001-1,000,000",10,0.65,9120616
2021-07-16,0050,"more than 1,000,001",65,63.98,896812112
2021-07-16,0050,total,303550,100.0,1401500000
2021-07-23,0050,1-999,193206,2.98,41113861
2021-07-23,0050,"1,000-5,000",103431,14.07,193848799
2021-07-23,0050,"5,001-10,000",9538,5.21,71820306
2021-07-23,0050,"10,001-15,000",2677,2.45,33797042
2021-07-23,0050,"15,001-20,000",1366,1.79,24722837
2021-07-23,0050,"20,001-30,000",1134,2.05,28333291
2021-07-23,0050,"30,001-40,000",458,1.17,16119449
2021-07-23,0050,"40,001-50,000",247,0.82,11359572
2021-07-23,0050,"50,001-100,000",455,2.31,31832760
2021-07-23,0050,"100,001-200,000",160,1.62,22441006
2021-07-23,0050,"200,001-400,000",72,1.44,19855871
2021-07-23,0050,"400,001-600,000",21,0.72,10033708
2021-07-23,0050,"600,001-800,000",10,0.52,7222001
2021-07-23,0050,"800,001-1,000,000",10,0.66,9107616
2021-07-23,0050,"more than 1,000,001",61,62.11,855391881
2021-07-23,0050,total,312846,100.0,1377000000
2021-07-30,0050,1-999,197086,3.16,42407840
2021-07-30,0050,"1,000-5,000",109075,15.32,205548844
2021-07-30,0050,"5,001-10,000",10424,5.84,78391763
2021-07-30,0050,"10,001-15,000",2952,2.78,37343586
2021-07-30,0050,"15,001-20,000",1496,2.01,27077757
2021-07-30,0050,"20,001-30,000",1240,2.3,30890616
2021-07-30,0050,"30,001-40,000",500,1.3,17561336
2021-07-30,0050,"40,001-50,000",283,0.96,12970607
2021-07-30,0050,"50,001-100,000",481,2.49,33530179
2021-07-30,0050,"100,001-200,000",167,1.73,23241451
2021-07-30,0050,"200,001-400,000",72,1.49,19988503
2021-07-30,0050,"400,001-600,000",25,0.89,12041870
2021-07-30,0050,"600,001-800,000",8,0.43,5813000
2021-07-30,0050,"800,001-1,000,000",12,0.82,11006616
2021-07-30,0050,"more than 1,000,001",60,58.41,783686032
2021-07-30,0050,total,323881,100.0,1341500000
2021-08-06,0050,1-999,196167,3.14,42247843
2021-08-06,0050,"1,000-5,000",106695,14.93,200759759
2021-08-06,0050,"5,001-10,000",10123,5.66,76172715
2021-08-06,0050,"10,001-15,000",2833,2.66,35793755
2021-08-06,0050,"15,001-20,000",1467,1.97,26549016
2021-08-06,0050,"20,001-30,000",1219,2.26,30392536
2021-08-06,0050,"30,001-40,000",482,1.25,16925200
2021-08-06,0050,"40,001-50,000",269,0.91,12327167
2021-08-06,0050,"50,001-100,000",475,2.46,33180971
2021-08-06,0050,"100,001-200,000",163,1.69,22791799
2021-08-06,0050,"200,001-400,000",71,1.47,19846537
2021-08-06,0050,"400,001-600,000",23,0.81,11017062
2021-08-06,0050,"600,001-800,000",7,0.37,5083000
2021-08-06,0050,"800,001-1,000,000",12,0.82,11031616
2021-08-06,0050,"more than 1,000,001",63,59.53,800381024
2021-08-06,0050,total,320069,100.0,1344500000
2021-08-13,0050,1-999,199102,3.21,43052538
2021-08-13,0050,"1,000-5,000",106709,14.98,200736259
2021-08-13,0050,"5,001-10,000",10079,5.65,75771021
2021-08-13,0050,"10,001-15,000",2815,2.65,35554116
2021-08-13,0050,"15,001-20,000",1472,1.98,26607622
2021-08-13,0050,"20,001-30,000",1209,2.25,30162647
2021-08-13,0050,"30,001-40,000",481,1.26,16880518
2021-08-13,0050,"40,001-50,000",261,0.89,11978796
2021-08-13,0050,"50,001-100,000",467,2.44,32751981
2021-08-13,0050,"100,001-200,000",164,1.72,23105538
2021-08-13,0050,"200,001-400,000",71,1.49,19980537
2021-08-13,0050,"400,001-600,000",22,0.78,10470420
2021-08-13,0050,"600,001-800,000",8,0.42,5685000
2021-08-13,0050,"800,001-1,000,000",11,0.75,10143616
2021-08-13,0050,"more than 1,000,001",63,59.47,796619391
2021-08-13,0050,total,322934,100.0,1339500000
2021-08-20,0050,1-999,203401,3.33,44842478
2021-08-20,0050,"1,000-5,000",112817,15.91,214139384
2021-08-20,0050,"5,001-10,000",11173,6.23,83920129
2021-08-20,0050,"10,001-15,000",3125,2.92,39396614
2021-08-20,0050,"15,001-20,000",1618,2.16,29175545
2021-08-20,0050,"20,001-30,000",1362,2.52,34006996
2021-08-20,0050,"30,001-40,000",570,1.48,20013966
2021-08-20,0050,"40,001-50,000",290,0.98,13317498
2021-08-20,0050,"50,001-100,000",514,2.68,36071271
2021-08-20,0050,"100,001-200,000",180,1.84,24775741
2021-08-20,0050,"200,001-400,000",72,1.49,20155837
2021-08-20,0050,"400,001-600,000",23,0.8,10853185
2021-08-20,0050,"600,001-800,000",7,0.37,5097000
2021-08-20,0050,"800,001-1,000,000",13,0.87,11787616
2021-08-20,0050,"more than 1,000,001",61,56.33,757946740
2021-08-20,0050,total,335226,100.0,1345500000
2021-08-27,0050,1-999,204777,3.34,45436785
2021-08-27,0050,"1,000-5,000",112503,15.67,213182641
2021-08-27,0050,"5,001-10,000",11184,6.16,83873087
2021-08-27,0050,"10,001-15,000",3120,2.88,39303225
2021-08-27,0050,"15,001-20,000",1621,2.14,29192806
2021-08-27,0050,"20,001-30,000",1371,2.51,34234877
2021-08-27,0050,"30,001-40,000",569,1.47,20025708
2021-08-27,0050,"40,001-50,000",282,0.95,12932909
2021-08-27,0050,"50,001-100,000",521,2.68,36492002
2021-08-27,0050,"100,001-200,000",182,1.85,25248606
2021-08-27,0050,"200,001-400,000",70,1.45,19815822
2021-08-27,0050,"400,001-600,000",27,0.98,13329185
2021-08-27,0050,"600,001-800,000",7,0.37,5098000
2021-08-27,0050,"800,001-1,000,000",12,0.8,10890704
2021-08-27,0050,"more than 1,000,001",60,56.68,770943643
2021-08-27,0050,total,336306,100.0,1360000000
2021-09-03,0050,1-999,200678,3.28,44363416
2021-09-03,0050,"1,000-5,000",104102,14.51,195938640
2021-09-03,0050,"5,001-10,000",9924,5.51,74420345
2021-09-03,0050,"10,001-15,000",2757,2.57,34713273
2021-09-03,0050,"15,001-20,000",1415,1.88,25504994
2021-09-03,0050,"20,001-30,000",1178,2.17,29374406
2021-09-03,0050,"30,001-40,000",473,1.23,16656381
2021-09-03,0050,"40,001-50,000",246,0.83,11311627
2021-09-03,0050,"50,001-100,000",464,2.4,32471051
2021-09-03,0050,"100,001-200,000",169,1.77,23944763
2021-09-03,0050,"200,001-400,000",69,1.43,19408822
2021-09-03,0050,"400,001-600,000",23,0.82,11146258
2021-09-03,0050,"600,001-800,000",8,0.42,5750000
2021-09-03,0050,"800,001-1,000,000",11,0.74,9996616
2021-09-03,0050,"more than 1,000,001",62,60.35,814499408
2021-09-03,0050,total,321579,100.0,1349500000
2021-09-11,0050,1-999,201111,3.36,44441008
