date,stock_id,HoldingSharesLevel,people,percent,unit
2015-11-27,0050,"5,001-10,000",4839,3.03,38549848
2015-11-27,0050,"15,001-20,000",948,1.38,17605636
2015-11-27,0050,"1,000-5,000",36536,5.77,73390675
2015-11-27,0050,"200,001-400,000",86,1.95,24831900
2015-11-27,0050,"100,001-200,000",146,1.63,20783356
2015-11-27,0050,"50,001-100,000",352,2.0,25497811
2015-11-27,0050,1-999,6205,0.11,1426291
2015-11-27,0050,"20,001-30,000",754,1.53,19500705
2015-11-27,0050,"30,001-40,000",362,1.02,13031154
2015-11-27,0050,"600,001-800,000",13,0.71,9100500
2015-11-27,0050,"more than 1,000,001",73,77.16,979940178
2015-11-27,0050,total,51928,100.0,1270000000
2015-12-04,0050,"200,001-400,000",84,1.88,24093910
2015-12-04,0050,"800,001-1,000,000",10,0.72,9304000
2015-12-04,0050,"40,001-50,000",231,0.84,10738573
2015-12-04,0050,"10,001-15,000",1391,1.41,18033421
2015-12-04,0050,1-999,6230,0.11,1431294
2015-12-04,0050,"1,000-5,000",36974,5.81,74370979
2015-12-04,0050,"15,001-20,000",951,1.38,17702425
2015-12-04,0050,"5,001-10,000",4900,3.05,38979474
2015-12-04,0050,"50,001-100,000",353,1.99,25517261
2015-12-04,0050,"600,001-800,000",13,0.71,9162500
2015-12-04,0050,"20,001-30,000",771,1.55,19906711
2015-12-04,0050,"100,001-200,000",150,1.66,21338346
2015-12-04,0050,"400,001-600,000",29,1.12,14416000
2015-12-04,0050,"30,001-40,000",370,1.03,13291154
2015-12-04,0050,total,52526,100.0,1278000000
2015-12-04,0050,"more than 1,000,001",69,76.65,979713952
2015-12-11,0050,"40,001-50,000",241,0.87,11204573
2015-12-11,0050,"30,001-40,000",380,1.06,13670174
2015-12-11,0050,"5,001-10,000",5194,3.23,41394218
2015-12-11,0050,"50,001-100,000",369,2.08,26590261
2015-12-11,0050,"800,001-1,000,000",12,0.86,11041000
2015-12-11,0050,1-999,6251,0.11,1440081
2015-12-11,0050,"1,000-5,000",38382,6.06,77537085
2015-12-11,0050,"10,001-15,000",1499,1.51,19410846
2015-12-11,0050,"100,001-200,000",155,1.73,22199328
2015-12-11,0050,"200,001-400,000",88,1.94,24852928
2015-12-11,0050,"15,001-20,000",1001,1.45,18628608
2015-12-11,0050,"400,001-600,000",27,1.07,13764000
2015-12-11,0050,"20,001-30,000",807,1.62,20798940
2015-12-11,0050,"600,001-800,000",11,0.59,7541500
2015-12-11,0050,total,54486,100.0,1278000000
2015-12-11,0050,"more than 1,000,001",69,75.73,967926458
2015-12-18,0050,"400,001-600,000",29,1.12,14487000
2015-12-18,0050,"5,001-10,000",5343,3.31,42617719
2015-12-18,0050,"10,001-15,000",1532,1.54,19876346
2015-12-18,0050,"50,001-100,000",390,2.17,27930261
2015-12-18,0050,"100,001-200,000",164,1.8,23270356
2015-12-18,0050,"200,001-400,000",86,1.9,24525900
2015-12-18,0050,"15,001-20,000",1027,1.48,19091621
2015-12-18,0050,"600,001-800,000",12,0.64,8279500
2015-12-18,0050,"40,001-50,000",236,0.85,10984908
2015-12-18,0050,"800,001-1,000,000",10,0.7,9011000
2015-12-18,0050,"30,001-40,000",407,1.13,14607174
2015-12-18,0050,1-999,6265,0.11,1444336
2015-12-18,0050,"1,000-5,000",39612,6.21,80036740
2015-12-18,0050,"20,001-30,000",808,1.61,20744644
2015-12-18,0050,"more than 1,000,001",70,75.37,970092495
2015-12-18,0050,total,55991,100.0,1287000000
2015-12-25,0050,"40,001-50,000",235,0.84,10945908
2015-12-25,0050,"30,001-40,000",400,1.1,14364174
2015-12-25,0050,"600,001-800,000",10,0.52,6804500
2015-12-25,0050,1-999,6300,0.11,1452217
2015-12-25,0050,"20,001-30,000",791,1.57,20351144
2015-12-25,0050,"200,001-400,000",87,1.92,24867900
2015-12-25,0050,"10,001-15,000",1513,1.51,19621034
2015-12-25,0050,"100,001-200,000",162,1.77,23028356
2015-12-25,0050,"50,001-100,000",383,2.12,27463506
2015-12-25,0050,"5,001-10,000",5256,3.23,41876838
2015-12-25,0050,"400,001-600,000",25,0.95,12407000
2015-12-25,0050,"1,000-5,000",39159,6.11,79147180
2015-12-25,0050,"800,001-1,000,000",11,0.76,9940000
2015-12-25,0050,"15,001-20,000",1020,1.46,18956821
2015-12-25,0050,"more than 1,000,001",68,75.96,983776422
2015-12-25,0050,total,55420,100.0,1295000000
2015-12-31,0050,"40,001-50,000",240,0.84,11134208
2015-12-31,0050,"200,001-400,000",84,1.82,24122900
2015-12-31,0050,"400,001-600,000",25,0.93,12375000
2015-12-31,0050,"10,001-15,000",1514,1.48,19631410
2015-12-31,0050,"100,001-200,000",162,1.73,22909356
2015-12-31,0050,"1,000-5,000",39078,5.97,78851778
2015-12-31,0050,"15,001-20,000",1005,1.41,18689449
2015-12-31,0050,1-999,6299,0.1,1450964
2015-12-31,0050,"5,001-10,000",5255,3.17,41895260
2015-12-31,0050,"50,001-100,000",380,2.06,27206506
2015-12-31,0050,"20,001-30,000",794,1.54,20430044
2015-12-31,0050,"30,001-40,000",399,1.08,14316174
2015-12-31,0050,"800,001-1,000,000",12,0.8,10683000
2015-12-31,0050,"600,001-800,000",12,0.63,8344500
2015-12-31,0050,total,55326,100.0,1320500000
2015-12-31,0050,"more than 1,000,001",67,76.36,1008459451
2016-01-08,0050,"5,001-10,000",5949,3.53,47423796
2016-01-08,0050,"50,001-100,000",420,2.22,29778006
2016-01-08,0050,"100,001-200,000",177,1.85,24842609
2016-01-08,0050,"10,001-15,000",1783,1.72,23070577
2016-01-08,0050,1-999,6346,0.11,1477494
2016-01-08,0050,"20,001-30,000",948,1.82,24429654
2016-01-08,0050,"40,001-50,000",251,0.87,11685208
2016-01-08,0050,"400,001-600,000",33,1.29,17319000
2016-01-08,0050,"15,001-20,000",1149,1.58,21276502
2016-01-08,0050,"1,000-5,000",44139,6.68,89626703
2016-01-08,0050,"800,001-1,000,000",11,0.74,9932000
2016-01-08,0050,"30,001-40,000",443,1.18,15891414
2016-01-08,0050,"600,001-800,000",13,0.64,8710500
2016-01-08,0050,"200,001-400,000",87,1.85,24856900
2016-01-08,0050,"more than 1,000,001",68,73.86,990179637
2016-01-08,0050,total,61817,100.0,1340500000
2016-01-15,0050,"50,001-100,000",437,2.23,31010244
2016-01-15,0050,"600,001-800,000",16,0.79,11114000
2016-01-15,0050,"40,001-50,000",275,0.91,12724208
2016-01-15,0050,"10,001-15,000",1932,1.8,25062240
2016-01-15,0050,"15,001-20,000",1241,1.65,22991444
2016-01-15,0050,"20,001-30,000",1025,1.9,26519554
2016-01-15,0050,"200,001-400,000",92,1.9,26481900
2016-01-15,0050,"1,000-5,000",49635,7.2,100193417
2016-01-15,0050,"5,001-10,000",6615,3.79,52761755
2016-01-15,0050,"800,001-1,000,000",10,0.63,8867000
2016-01-15,0050,"30,001-40,000",470,1.21,16865164
2016-01-15,0050,"400,001-600,000",30,1.09,15244500
2016-01-15,0050,"100,001-200,000",189,1.93,26829338
2016-01-15,0050,1-999,6576,0.11,1540874
2016-01-15,0050,total,68614,100.0,1390000000
2016-01-15,0050,"more than 1,000,001",71,72.79,1011794362
2016-01-22,0050,"1,000-5,000",52010,7.46,105377187
2016-01-22,0050,"800,001-1,000,000",14,0.87,12414000
2016-01-22,0050,"30,001-40,000",499,1.27,17950302
2016-01-22,0050,"20,001-30,000",1068,1.95,27664498
2016-01-22,0050,"200,001-400,000",92,1.86,26369900
2016-01-22,0050,"40,001-50,000",291,0.95,13470961
2016-01-22,0050,"5,001-10,000",7010,3.96,55957883
2016-01-22,0050,"400,001-600,000",32,1.14,16166500
2016-01-22,0050,"15,001-20,000",1311,1.71,24259802
2016-01-22,0050,"50,001-100,000",454,2.29,32392706
2016-01-22,0050,"600,001-800,000",15,0.74,10573000
2016-01-22,0050,1-999,6724,0.11,1577616
2016-01-22,0050,"10,001-15,000",2014,1.84,26105351
2016-01-22,0050,"100,001-200,000",186,1.87,26421338
2016-01-22,0050,"more than 1,000,001",69,71.89,1014798956
2016-01-22,0050,total,71789,100.0,1411500000
2016-01-30,0050,1-999,6800,0.11,1592514
2016-01-30,0050,"800,001-1,000,000",11,0.7,9937000
2016-01-30,0050,"30,001-40,000",461,1.18,16607764
2016-01-30,0050,"1,000-5,000",50077,7.2,100875967
2016-01-30,0050,"20,001-30,000",1014,1.87,26294870
2016-01-30,0050,"40,001-50,000",274,0.9,12679308
2016-01-30,0050,"5,001-10,000",6658,3.78,53052087
2016-01-30,0050,"10,001-15,000",1923,1.77,24883590
2016-01-30,0050,"200,001-400,000",93,1.91,26856900
2016-01-30,0050,"600,001-800,000",12,0.59,8279000
2016-01-30,0050,"50,001-100,000",435,2.19,30773016
2016-01-30,0050,"100,001-200,000",173,1.76,24664328
2016-01-30,0050,"400,001-600,000",31,1.11,15583500
2016-01-30,0050,"15,001-20,000",1227,1.62,22687009
2016-01-30,0050,"more than 1,000,001",70,73.24,1025397147
2016-01-30,0050,total,69259,100.0,1400000000
2016-02-03,0050,"800,001-1,000,000",12,0.79,11062000
2016-02-03,0050,"1,000-5,000",48723,7.06,98160288
2016-02-03,0050,"30,001-40,000",443,1.14,15919764
2016-02-03,0050,"15,001-20,000",1168,1.55,21641889
2016-02-03,0050,"40,001-50,000",261,0.86,12091308
2016-02-03,0050,"100,001-200,000",166,1.7,23716328
2016-02-03,0050,1-999,6821,0.11,1594293
2016-02-03,0050,"20,001-30,000",983,1.83,25457870
2016-02-03,0050,"200,001-400,000",85,1.76,24532000
2016-02-03,0050,"5,001-10,000",6418,3.67,51048487
2016-02-03,0050,"10,001-15,000",1887,1.75,24427807
2016-02-03,0050,"50,001-100,000",432,2.18,30410554
2016-02-03,0050,"600,001-800,000",11,0.55,7692000
2016-02-03,0050,"400,001-600,000",29,1.03,14418500
2016-02-03,0050,"more than 1,000,001",69,73.94,1027826912
2016-02-03,0050,total,67508,100.0,1390000000
2016-02-19,0050,1-999,6847,0.11,1601315
2016-02-19,0050,"600,001-800,000",10,0.51,7154000
2016-02-19,0050,"30,001-40,000",408,1.05,14638259
2016-02-19,0050,"15,001-20,000",1136,1.52,21038137
2016-02-19,0050,"100,001-200,000",159,1.65,22819328
2016-02-19,0050,"800,001-1,000,000",10,0.65,9059000
2016-02-19,0050,"50,001-100,000",404,2.06,28491006
2016-02-19,0050,"10,001-15,000",1769,1.65,22931344
2016-02-19,0050,"20,001-30,000",914,1.71,23654642
2016-02-19,0050,"40,001-50,000",257,0.86,11938308
2016-02-19,0050,"1,000-5,000",46877,6.81,94189653
2016-02-19,0050,"5,001-10,000",6097,3.5,48509230
2016-02-19,0050,"400,001-600,000",33,1.15,15970500
2016-02-19,0050,"200,001-400,000",78,1.63,22535000
2016-02-19,0050,total,65067,100.0,1382500000
2016-02-19,0050,"more than 1,000,001",68,75.07,1037970278
2016-02-26,0050,"5,001-10,000",5912,3.46,47008315
2016-02-26,0050,"400,001-600,000",32,1.16,15788500
2016-02-26,0050,"800,001-1,000,000",9,0.58,7934000
2016-02-26,0050,"50,001-100,000",381,1.98,26894006
2016-02-26,0050,1-999,6862,0.11,1604367
2016-02-26,0050,"600,001-800,000",11,0.57,7770000
2016-02-26,0050,"1,000-5,000",45581,6.75,91529737
2016-02-26,0050,"30,001-40,000",390,1.03,14006805
2016-02-26,0050,"200,001-400,000",74,1.57,21295000
2016-02-26,0050,"100,001-200,000",156,1.65,22401328
2016-02-26,0050,"20,001-30,000",889,1.69,22956569
2016-02-26,0050,"10,001-15,000",1686,1.61,21838210
2016-02-26,0050,"40,001-50,000",263,0.89,12198636
2016-02-26,0050,"15,001-20,000",1092,1.49,20255096
2016-02-26,0050,total,63404,100.0,1355500000
2016-02-26,0050,"more than 1,000,001",66,75.4,1022103431
2016-03-04,0050,"50,001-100,000",361,1.93,25514544
2016-03-04,0050,1-999,6854,0.12,1595077
2016-03-04,0050,"600,001-800,000",9,0.49,6468000
2016-03-04,0050,"10,001-15,000",1613,1.58,20902962
2016-03-04,0050,"5,001-10,000",5574,3.35,44272262
2016-03-04,0050,"20,001-30,000",836,1.63,21610289
2016-03-04,0050,"1,000-5,000",43925,6.66,87898396
2016-03-04,0050,"15,001-20,000",1024,1.44,19010103
2016-03-04,0050,"30,001-40,000",364,0.99,13086805
2016-03-04,0050,"100,001-200,000",149,1.62,21490328
2016-03-04,0050,"200,001-400,000",75,1.63,21531000
2016-03-04,0050,"400,001-600,000",31,1.15,15234500
2016-03-04,0050,"40,001-50,000",251,0.88,11625636
2016-03-04,0050,"800,001-1,000,000",8,0.53,7118000
2016-03-04,0050,total,61139,100.0,1319000000
2016-03-04,0050,"more than 1,000,001",65,75.93,1001647098
2016-03-11,0050,"600,001-800,000",12,0.65,8495000
2016-03-11,0050,"30,001-40,000",355,0.98,12772721
2016-03-11,0050,"1,000-5,000",42175,6.49,84235745
2016-03-11,0050,"5,001-10,000",5352,3.27,42491861
2016-03-11,0050,"800,001-1,000,000",12,0.84,10896000
2016-03-11,0050,"20,001-30,000",802,1.59,20633572
2016-03-11,0050,"100,001-200,000",142,1.57,20410328
2016-03-11,0050,"40,001-50,000",243,0.86,11215636
2016-03-11,0050,1-999,6868,0.12,1593407
2016-03-11,0050,"50,001-100,000",343,1.86,24208006
2016-03-11,0050,"400,001-600,000",26,0.97,12585500
2016-03-11,0050,"200,001-400,000",74,1.62,21121000
2016-03-11,0050,"15,001-20,000",980,1.4,18171703
2016-03-11,0050,"10,001-15,000",1528,1.52,19800409
2016-03-11,0050,total,58974,100.0,1296000000
2016-03-11,0050,"more than 1,000,001",62,76.18,987407112
2016-03-18,0050,"1,000-5,000",40398,6.28,80471372
2016-03-18,0050,"10,001-15,000",1441,1.45,18677220
2016-03-18,0050,"100,001-200,000",132,1.47,18894328
2016-03-18,0050,1-999,6896,0.12,1587342
2016-03-18,0050,"40,001-50,000",229,0.82,10557851
2016-03-18,0050,"600,001-800,000",7,0.4,5240000
2016-03-18,0050,"30,001-40,000",344,0.96,12337901
2016-03-18,0050,"50,001-100,000",323,1.79,22971506
2016-03-18,0050,"15,001-20,000",900,1.3,16697560
2016-03-18,0050,"400,001-600,000",25,0.96,12365500
2016-03-18,0050,"20,001-30,000",747,1.5,19225489
2016-03-18,0050,"5,001-10,000",5028,3.12,39963158
2016-03-18,0050,"200,001-400,000",73,1.61,20689000
2016-03-18,0050,"800,001-1,000,000",8,0.55,7139000
2016-03-18,0050,total,56615,100.0,1280500000
2016-03-18,0050,"more than 1,000,001",64,77.6,993767773
2016-03-25,0050,"10,001-15,000",1376,1.45,17825714
2016-03-25,0050,"200,001-400,000",79,1.85,22717538
2016-03-25,0050,"30,001-40,000",345,1.01,12378911
2016-03-25,0050,"20,001-30,000",722,1.51,18586489
2016-03-25,0050,"1,000-5,000",39419,6.4,78403966
2016-03-25,0050,1-999,6884,0.12,1579541
2016-03-25,0050,"40,001-50,000",215,0.81,9936770
2016-03-25,0050,"800,001-1,000,000",9,0.64,7863000
2016-03-25,0050,"600,001-800,000",10,0.57,7086000
2016-03-25,0050,"50,001-100,000",319,1.85,22730506
2016-03-25,0050,"400,001-600,000",19,0.74,9146500
2016-03-25,0050,"5,001-10,000",4886,3.17,38888293
2016-03-25,0050,"100,001-200,000",128,1.49,18295328
2016-03-25,0050,"15,001-20,000",897,1.35,16642460
2016-03-25,0050,"more than 1,000,001",59,76.96,942418984
2016-03-25,0050,total,55367,100.0,1224500000
2016-04-01,0050,"100,001-200,000",130,1.59,18730866
2016-04-01,0050,"800,001-1,000,000",6,0.47,5560000
2016-04-01,0050,"30,001-40,000",328,1.0,11801701
2016-04-01,0050,"20,001-30,000",722,1.58,18565157
2016-04-01,0050,"400,001-600,000",20,0.83,9789500
2016-04-01,0050,"200,001-400,000",72,1.75,20509000
2016-04-01,0050,"5,001-10,000",4730,3.2,37534773
2016-04-01,0050,1-999,6872,0.13,1578540
2016-04-01,0050,"50,001-100,000",315,1.91,22464506
2016-04-01,0050,"10,001-15,000",1346,1.48,17405737
2016-04-01,0050,"1,000-5,000",38357,6.5,76196064
2016-04-01,0050,"40,001-50,000",212,0.83,9788770
2016-04-01,0050,"15,001-20,000",875,1.38,16228992
2016-04-01,0050,"600,001-800,000",9,0.53,6295000
2016-04-01,0050,"more than 1,000,001",64,76.74,899051394
2016-04-01,0050,total,54058,100.0,1171500000
2016-04-08,0050,"15,001-20,000",905,1.47,16782192
2016-04-08,0050,"5,001-10,000",4858,3.38,38577279
2016-04-08,0050,"400,001-600,000",20,0.85,9708500
2016-04-08,0050,"50,001-100,000",324,2.02,23047506
2016-04-08,0050,"800,001-1,000,000",5,0.4,4639000
2016-04-08,0050,"40,001-50,000",218,0.88,10072750
2016-04-08,0050,"100,001-200,000",133,1.69,19249328
2016-04-08,0050,"1,000-5,000",39276,6.85,78082065
2016-04-08,0050,"10,001-15,000",1389,1.58,18009636
2016-04-08,0050,"30,001-40,000",335,1.05,12057721
2016-04-08,0050,1-999,6889,0.13,1580801
2016-04-08,0050,"20,001-30,000",725,1.63,18616290
2016-04-08,0050,"200,001-400,000",70,1.73,19715538
2016-04-08,0050,"600,001-800,000",11,0.67,7726000
2016-04-08,0050,"more than 1,000,001",63,75.59,860635394
2016-04-08,0050,total,55221,100.0,1138500000
2016-04-15,0050,"1,000-5,000",38350,6.83,76161080
2016-04-15,0050,"5,001-10,000",4730,3.37,37602962
2016-04-15,0050,"200,001-400,000",68,1.73,19344000
2016-04-15,0050,"400,001-600,000",20,0.86,9685500
2016-04-15,0050,"10,001-15,000",1349,1.56,17478622
2016-04-15,0050,"40,001-50,000",214,0.88,9919668
2016-04-15,0050,"600,001-800,000",8,0.52,5814000
2016-04-15,0050,1-999,6922,0.14,1583153
2016-04-15,0050,"15,001-20,000",889,1.47,16478592
2016-04-15,0050,"100,001-200,000",127,1.63,18240866
2016-04-15,0050,"20,001-30,000",703,1.62,18078790
2016-04-15,0050,"50,001-100,000",317,2.03,22702506
2016-04-15,0050,"800,001-1,000,000",5,0.4,4565000
2016-04-15,0050,"30,001-40,000",329,1.06,11851121
2016-04-15,0050,"more than 1,000,001",64,75.83,845556119
2016-04-15,0050,total,54095,100.0,1115000000
2016-04-22,0050,"30,001-40,000",335,1.08,12083121
2016-04-22,0050,"40,001-50,000",208,0.86,9650668
2016-04-22,0050,"5,001-10,000",4723,3.37,37509218
2016-04-22,0050,"50,001-100,000",321,2.05,22789044
2016-04-22,0050,"600,001-800,000",10,0.65,7225000
2016-04-22,0050,1-999,6914,0.14,1581085
2016-04-22,0050,"400,001-600,000",22,0.95,10606500
2016-04-22,0050,"800,001-1,000,000",5,0.41,4615000
2016-04-22,0050,"200,001-400,000",68,1.71,19074000
2016-04-22,0050,"10,001-15,000",1363,1.58,17657022
2016-04-22,0050,"15,001-20,000",882,1.47,16363013
2016-04-22,0050,"20,001-30,000",724,1.67,18582790
2016-04-22,0050,"1,000-5,000",38535,6.89,76628737
2016-04-22,0050,"100,001-200,000",129,1.67,18589328
2016-04-22,0050,"more than 1,000,001",62,75.43,838047474
2016-04-22,0050,total,54301,100.0,1111000000
2016-04-29,0050,"30,001-40,000",328,1.06,11818611
2016-04-29,0050,"5,001-10,000",4786,3.41,37931985
2016-04-29,0050,"50,001-100,000",323,2.06,22894535
2016-04-29,0050,"400,001-600,000",20,0.87,9685500
2016-04-29,0050,"20,001-30,000",728,1.68,18679800
2016-04-29,0050,"600,001-800,000",13,0.82,9202000
2016-04-29,0050,"100,001-200,000",130,1.67,18603866
2016-04-29,0050,"1,000-5,000",38735,6.92,76928309
2016-04-29,0050,"800,001-1,000,000",4,0.33,3744000
2016-04-29,0050,"15,001-20,000",889,1.48,16470728
2016-04-29,0050,"10,001-15,000",1374,1.6,17805355
2016-04-29,0050,"200,001-400,000",68,1.73,19312000
2016-04-29,0050,"40,001-50,000",207,0.86,9586668
2016-04-29,0050,1-999,6923,0.14,1587555
2016-04-29,0050,"more than 1,000,001",62,75.31,836749088
2016-04-29,0050,total,54590,100.0,1111000000
2016-05-06,0050,"20,001-30,000",792,1.83,20398382
2016-05-06,0050,1-999,6936,0.14,1596487
2016-05-06,0050,"600,001-800,000",11,0.67,7500000
2016-05-06,0050,"15,001-20,000",996,1.65,18421060
2016-05-06,0050,"800,001-1,000,000",6,0.48,5429000
2016-05-06,0050,"200,001-400,000",68,1.7,18997000
2016-05-06,0050,"30,001-40,000",367,1.18,13147611
2016-05-06,0050,"40,001-50,000",226,0.94,10489668
2016-05-06,0050,"1,000-5,000",41370,7.43,82578678
2016-05-06,0050,"10,001-15,000",1507,1.75,19539496
2016-05-06,0050,"5,001-10,000",5213,3.71,41299737
2016-05-06,0050,"50,001-100,000",336,2.15,23909506
2016-05-06,0050,"100,001-200,000",133,1.7,18941328
2016-05-06,0050,"400,001-600,000",21,0.92,10223500
2016-05-06,0050,"more than 1,000,001",65,73.67,818528547
2016-05-06,0050,total,58047,100.0,1111000000
2016-05-13,0050,"200,001-400,000",74,1.79,20771000
2016-05-13,0050,"10,001-15,000",1571,1.76,20408633
2016-05-13,0050,"15,001-20,000",1043,1.67,19345635
2016-05-13,0050,1-999,7021,0.13,1616650
2016-05-13,0050,"20,001-30,000",831,1.84,21371800
2016-05-13,0050,"400,001-600,000",21,0.89,10335500
2016-05-13,0050,"1,000-5,000",43340,7.46,86390356
2016-05-13,0050,"30,001-40,000",381,1.18,13670611
2016-05-13,0050,"100,001-200,000",141,1.71,19816328
2016-05-13,0050,"50,001-100,000",337,2.06,23865506
2016-05-13,0050,"5,001-10,000",5485,3.76,43510134
2016-05-13,0050,"40,001-50,000",244,0.97,11324668
2016-05-13,0050,"800,001-1,000,000",6,0.47,5524000
2016-05-13,0050,"600,001-800,000",11,0.65,7622000
2016-05-13,0050,total,60572,100.0,1156500000
2016-05-13,0050,"more than 1,000,001",66,73.58,850955179
2016-05-20,0050,"30,001-40,000",405,1.23,14569611
2016-05-20,0050,"400,001-600,000",22,0.91,10815500
2016-05-20,0050,"20,001-30,000",857,1.87,22077305
2016-05-20,0050,"100,001-200,000",138,1.64,19421328
2016-05-20,0050,"15,001-20,000",1108,1.74,20533251
2016-05-20,0050,"1,000-5,000",44622,7.54,88852146
2016-05-20,0050,"800,001-1,000,000",7,0.53,6246000
2016-05-20,0050,"200,001-400,000",74,1.76,20772000
2016-05-20,0050,"5,001-10,000",5718,3.85,45380550
2016-05-20,0050,"10,001-15,000",1635,1.8,21219783
2016-05-20,0050,"40,001-50,000",257,1.01,11922668
2016-05-20,0050,1-999,7044,0.13,1627780
2016-05-20,0050,"50,001-100,000",362,2.16,25459506
2016-05-20,0050,"600,001-800,000",10,0.58,6920000
2016-05-20,0050,"more than 1,000,001",64,73.19,862196572
2016-05-20,0050,total,62323,100.0,1178000000
2016-05-27,0050,"200,001-400,000",76,1.84,21817538
2016-05-27,0050,"800,001-1,000,000",6,0.45,5372000
2016-05-27,0050,"40,001-50,000",235,0.92,10918668
2016-05-27,0050,"100,001-200,000",130,1.58,18763328
2016-05-27,0050,"50,001-100,000",358,2.15,25406506
2016-05-27,0050,"600,001-800,000",9,0.54,6412000
2016-05-27,0050,"5,001-10,000",5431,3.64,43060145
2016-05-27,0050,"30,001-40,000",392,1.19,14069616
2016-05-27,0050,1-999,7083,0.13,1647408
2016-05-27,0050,"400,001-600,000",19,0.79,9409500
2016-05-27,0050,"1,000-5,000",43161,7.26,85832335
2016-05-27,0050,"20,001-30,000",803,1.75,20715300
2016-05-27,0050,"15,001-20,000",1033,1.62,19164251
2016-05-27,0050,"10,001-15,000",1566,1.71,20290826
2016-05-27,0050,"more than 1,000,001",64,74.35,878129579
2016-05-27,0050,total,60366,100.0,1181000000
2016-06-04,0050,1-999,7093,0.13,1640633
2016-06-04,0050,"50,001-100,000",336,1.95,24011506
2016-06-04,0050,"100,001-200,000",121,1.42,17456866
2016-06-04,0050,"15,001-20,000",977,1.47,18108308
2016-06-04,0050,"40,001-50,000",209,0.79,9709668
2016-06-04,0050,"10,001-15,000",1410,1.48,18233758
